Chronologic VCS simulator copyright 1991-2022
Contains Synopsys proprietary information.
Compiler version T-2022.06-SP2-5_Full64; Runtime version T-2022.06-SP2-5_Full64;  Feb 20 16:05 2025
Checkout succeeded: VCS-BASE-RUNTIME/8F2871AD7ADC4E3BB208
	License file: 27020@14.139.1.126
	License Server: 27020@14.139.1.126
[SCL] 02/20/2025 16:05:48 Checking status for feature VCS-BASE-RUNTIME
[SCL] 02/20/2025 16:05:48 PID:479133 Client:c2slab.cet.ac.in Server:27020@14.139.1.126 Checkout succeeded VCS-BASE-RUNTIME 2022.06 from VCS-3-Apex-Base-Runtime-Pkg
[           273119000] FIFO OUT : 1d TB RAM OUT = 1d ----Matched---
[           273161000] FIFO OUT : 2f TB RAM OUT = 2f ----Matched---
[           273175000] FIFO OUT : 2f TB RAM OUT = 2f ----Matched---
[           273189000] FIFO OUT : a2 TB RAM OUT = a2 ----Matched---
[           273231000] FIFO OUT : 36 TB RAM OUT = 36 ----Matched---
[           273245000] FIFO OUT : 36 TB RAM OUT = 36 ----Matched---
[           273259000] FIFO OUT : 8c TB RAM OUT = 8c ----Matched---
[           273273000] FIFO OUT : 66 TB RAM OUT = 66 ----Matched---
[           273315000] FIFO OUT : 41 TB RAM OUT = 41 ----Matched---
[           273329000] FIFO OUT : 41 TB RAM OUT = 41 ----Matched---
[           273343000] FIFO OUT : 9b TB RAM OUT = 9b ----Matched---
[           273385000] FIFO OUT : 01 TB RAM OUT = 01 ----Matched---
[           273399000] FIFO OUT : 01 TB RAM OUT = 01 ----Matched---
[           273413000] FIFO OUT : 28 TB RAM OUT = 28 ----Matched---
[           273427000] FIFO OUT : 9d TB RAM OUT = 9d ----Matched---
[           273469000] FIFO OUT : a5 TB RAM OUT = a5 ----Matched---
[           273483000] FIFO OUT : a5 TB RAM OUT = a5 ----Matched---
[           273497000] FIFO OUT : f2 TB RAM OUT = f2 ----Matched---
[           273539000] FIFO OUT : bd TB RAM OUT = bd ----Matched---
[           273553000] FIFO OUT : bd TB RAM OUT = bd ----Matched---
[           273567000] FIFO OUT : f3 TB RAM OUT = f3 ----Matched---
[           273581000] FIFO OUT : f2 TB RAM OUT = f2 ----Matched---
[           273623000] FIFO OUT : 6f TB RAM OUT = 6f ----Matched---
[           273637000] FIFO OUT : 6f TB RAM OUT = 6f ----Matched---
[           273651000] FIFO OUT : ee TB RAM OUT = ee ----Matched---
[           273693000] FIFO OUT : fd TB RAM OUT = fd ----Matched---
[           273707000] FIFO OUT : fd TB RAM OUT = fd ----Matched---
[           273721000] FIFO OUT : 62 TB RAM OUT = 62 ----Matched---
[           273735000] FIFO OUT : f8 TB RAM OUT = f8 ----Matched---
[           273777000] FIFO OUT : 9b TB RAM OUT = 9b ----Matched---
[           273791000] FIFO OUT : 9b TB RAM OUT = 9b ----Matched---
[           273805000] FIFO OUT : fc TB RAM OUT = fc ----Matched---
[           273847000] FIFO OUT : 5b TB RAM OUT = 5b ----Matched---
[           273861000] FIFO OUT : 5b TB RAM OUT = 5b ----Matched---
[           273875000] FIFO OUT : d9 TB RAM OUT = d9 ----Matched---
[           273889000] FIFO OUT : bb TB RAM OUT = bb ----Matched---
[           273931000] FIFO OUT : ee TB RAM OUT = ee ----Matched---
[           273945000] FIFO OUT : ee TB RAM OUT = ee ----Matched---
[           273959000] FIFO OUT : 3b TB RAM OUT = 3b ----Matched---
[           274001000] FIFO OUT : 80 TB RAM OUT = 80 ----Matched---
[           274015000] FIFO OUT : 80 TB RAM OUT = 80 ----Matched---
[           274029000] FIFO OUT : 84 TB RAM OUT = 84 ----Matched---
[           274043000] FIFO OUT : ee TB RAM OUT = ee ----Matched---
[           274085000] FIFO OUT : bc TB RAM OUT = bc ----Matched---
[           274099000] FIFO OUT : bc TB RAM OUT = bc ----Matched---
[           274113000] FIFO OUT : c9 TB RAM OUT = c9 ----Matched---
[           274155000] FIFO OUT : 9c TB RAM OUT = 9c ----Matched---
[           274169000] FIFO OUT : 9c TB RAM OUT = 9c ----Matched---
[           274183000] FIFO OUT : f7 TB RAM OUT = f7 ----Matched---
[           274197000] FIFO OUT : 03 TB RAM OUT = 03 ----Matched---
[           274239000] FIFO OUT : e7 TB RAM OUT = e7 ----Matched---
[           274253000] FIFO OUT : e7 TB RAM OUT = e7 ----Matched---
[           274267000] FIFO OUT : 08 TB RAM OUT = 08 ----Matched---
[           274309000] FIFO OUT : 7a TB RAM OUT = 7a ----Matched---
[           274323000] FIFO OUT : 7a TB RAM OUT = 7a ----Matched---
[           274337000] FIFO OUT : 91 TB RAM OUT = 91 ----Matched---
[           274351000] FIFO OUT : 64 TB RAM OUT = 64 ----Matched---
[           274393000] FIFO OUT : 30 TB RAM OUT = 30 ----Matched---
[           274407000] FIFO OUT : 30 TB RAM OUT = 30 ----Matched---
[           274421000] FIFO OUT : c3 TB RAM OUT = c3 ----Matched---
[           274463000] FIFO OUT : 3f TB RAM OUT = 3f ----Matched---
[           274477000] FIFO OUT : 3f TB RAM OUT = 3f ----Matched---
[           274491000] FIFO OUT : 09 TB RAM OUT = 09 ----Matched---
[           274505000] FIFO OUT : 70 TB RAM OUT = 70 ----Matched---
[           274547000] FIFO OUT : d0 TB RAM OUT = d0 ----Matched---
[           274561000] FIFO OUT : d0 TB RAM OUT = d0 ----Matched---
[           274575000] FIFO OUT : 1f TB RAM OUT = 1f ----Matched---
[           274617000] FIFO OUT : 25 TB RAM OUT = 25 ----Matched---
[           274631000] FIFO OUT : 25 TB RAM OUT = 25 ----Matched---
[           274645000] FIFO OUT : 00 TB RAM OUT = 00 ----Matched---
[           274659000] FIFO OUT : d9 TB RAM OUT = d9 ----Matched---
[           274701000] FIFO OUT : dc TB RAM OUT = dc ----Matched---
[           274715000] FIFO OUT : dc TB RAM OUT = dc ----Matched---
[           274729000] FIFO OUT : 98 TB RAM OUT = 98 ----Matched---
[           274771000] FIFO OUT : d0 TB RAM OUT = d0 ----Matched---
[           274785000] FIFO OUT : d0 TB RAM OUT = d0 ----Matched---
[           274799000] FIFO OUT : a9 TB RAM OUT = a9 ----Matched---
[           274813000] FIFO OUT : 00 TB RAM OUT = 00 ----Matched---
[           274855000] FIFO OUT : 4a TB RAM OUT = 4a ----Matched---
[           274869000] FIFO OUT : 4a TB RAM OUT = 4a ----Matched---
[           274883000] FIFO OUT : d5 TB RAM OUT = d5 ----Matched---
[           274925000] FIFO OUT : 8d TB RAM OUT = 8d ----Matched---
[           274939000] FIFO OUT : 8d TB RAM OUT = 8d ----Matched---
[           274953000] FIFO OUT : 87 TB RAM OUT = 87 ----Matched---
[           274967000] FIFO OUT : 49 TB RAM OUT = 49 ----Matched---
[           275009000] FIFO OUT : d3 TB RAM OUT = d3 ----Matched---
[           275023000] FIFO OUT : d3 TB RAM OUT = d3 ----Matched---
[           275037000] FIFO OUT : db TB RAM OUT = db ----Matched---
[           275079000] FIFO OUT : 32 TB RAM OUT = 32 ----Matched---
[           275093000] FIFO OUT : 32 TB RAM OUT = 32 ----Matched---
[           275107000] FIFO OUT : 23 TB RAM OUT = 23 ----Matched---
[           275121000] FIFO OUT : de TB RAM OUT = de ----Matched---
[           275163000] FIFO OUT : 6d TB RAM OUT = 6d ----Matched---
[           275177000] FIFO OUT : 6d TB RAM OUT = 6d ----Matched---
[           275191000] FIFO OUT : 3f TB RAM OUT = 3f ----Matched---
[           275233000] FIFO OUT : 01 TB RAM OUT = 01 ----Matched---
[           275247000] FIFO OUT : 01 TB RAM OUT = 01 ----Matched---
[           275261000] FIFO OUT : cf TB RAM OUT = cf ----Matched---
[           275275000] FIFO OUT : 84 TB RAM OUT = 84 ----Matched---
[           275317000] FIFO OUT : 0b TB RAM OUT = 0b ----Matched---
[           275331000] FIFO OUT : 0b TB RAM OUT = 0b ----Matched---
[           275345000] FIFO OUT : cd TB RAM OUT = cd ----Matched---
[           275387000] FIFO OUT : 68 TB RAM OUT = 68 ----Matched---
[           275401000] FIFO OUT : 68 TB RAM OUT = 68 ----Matched---
[           275415000] FIFO OUT : 49 TB RAM OUT = 49 ----Matched---
[           275429000] FIFO OUT : 47 TB RAM OUT = 47 ----Matched---
[           275471000] FIFO OUT : b4 TB RAM OUT = b4 ----Matched---
[           275485000] FIFO OUT : b4 TB RAM OUT = b4 ----Matched---
[           275499000] FIFO OUT : f1 TB RAM OUT = f1 ----Matched---
[           275541000] FIFO OUT : f5 TB RAM OUT = f5 ----Matched---
[           275555000] FIFO OUT : f5 TB RAM OUT = f5 ----Matched---
[           275569000] FIFO OUT : d3 TB RAM OUT = d3 ----Matched---
[           275583000] FIFO OUT : cb TB RAM OUT = cb ----Matched---
[           275625000] FIFO OUT : 1c TB RAM OUT = 1c ----Matched---
[           275639000] FIFO OUT : 1c TB RAM OUT = 1c ----Matched---
[           275653000] FIFO OUT : 90 TB RAM OUT = 90 ----Matched---
[           275695000] FIFO OUT : 0a TB RAM OUT = 0a ----Matched---
[           275709000] FIFO OUT : 0a TB RAM OUT = 0a ----Matched---
[           275723000] FIFO OUT : 7c TB RAM OUT = 7c ----Matched---
[           275737000] FIFO OUT : 0d TB RAM OUT = 0d ----Matched---
[           275779000] FIFO OUT : ee TB RAM OUT = ee ----Matched---
[           275793000] FIFO OUT : ee TB RAM OUT = ee ----Matched---
[           275807000] FIFO OUT : ee TB RAM OUT = ee ----Matched---
[           275849000] FIFO OUT : d6 TB RAM OUT = d6 ----Matched---
[           275863000] FIFO OUT : d6 TB RAM OUT = d6 ----Matched---
[           275877000] FIFO OUT : ce TB RAM OUT = ce ----Matched---
[           275891000] FIFO OUT : bf TB RAM OUT = bf ----Matched---
[           275933000] FIFO OUT : 14 TB RAM OUT = 14 ----Matched---
[           275947000] FIFO OUT : 14 TB RAM OUT = 14 ----Matched---
[           275961000] FIFO OUT : 38 TB RAM OUT = 38 ----Matched---
[           276003000] FIFO OUT : a2 TB RAM OUT = a2 ----Matched---
[           276017000] FIFO OUT : a2 TB RAM OUT = a2 ----Matched---
[           276031000] FIFO OUT : ce TB RAM OUT = ce ----Matched---
[           276045000] FIFO OUT : 2d TB RAM OUT = 2d ----Matched---
[           276087000] FIFO OUT : 12 TB RAM OUT = 12 ----Matched---
[           276101000] FIFO OUT : 12 TB RAM OUT = 12 ----Matched---
[           276115000] FIFO OUT : 17 TB RAM OUT = 17 ----Matched---
[           276157000] FIFO OUT : c1 TB RAM OUT = c1 ----Matched---
[           276171000] FIFO OUT : c1 TB RAM OUT = c1 ----Matched---
[           276185000] FIFO OUT : b8 TB RAM OUT = b8 ----Matched---
[           276199000] FIFO OUT : 19 TB RAM OUT = 19 ----Matched---
[           276241000] FIFO OUT : db TB RAM OUT = db ----Matched---
[           276255000] FIFO OUT : db TB RAM OUT = db ----Matched---
[           276269000] FIFO OUT : 04 TB RAM OUT = 04 ----Matched---
[           276311000] FIFO OUT : 40 TB RAM OUT = 40 ----Matched---
[           276325000] FIFO OUT : 40 TB RAM OUT = 40 ----Matched---
[           276339000] FIFO OUT : 8f TB RAM OUT = 8f ----Matched---
[           276353000] FIFO OUT : ac TB RAM OUT = ac ----Matched---
[           276395000] FIFO OUT : 63 TB RAM OUT = 63 ----Matched---
[           276409000] FIFO OUT : 63 TB RAM OUT = 63 ----Matched---
[           276423000] FIFO OUT : 69 TB RAM OUT = 69 ----Matched---
[           276465000] FIFO OUT : 0a TB RAM OUT = 0a ----Matched---
[           276479000] FIFO OUT : 0a TB RAM OUT = 0a ----Matched---
[           276493000] FIFO OUT : 81 TB RAM OUT = 81 ----Matched---
[           276507000] FIFO OUT : 3f TB RAM OUT = 3f ----Matched---
[           276549000] FIFO OUT : 81 TB RAM OUT = 81 ----Matched---
[           276563000] FIFO OUT : 81 TB RAM OUT = 81 ----Matched---
[           276577000] FIFO OUT : b4 TB RAM OUT = b4 ----Matched---
[           276619000] FIFO OUT : 40 TB RAM OUT = 40 ----Matched---
[           276633000] FIFO OUT : 40 TB RAM OUT = 40 ----Matched---
[           276647000] FIFO OUT : 89 TB RAM OUT = 89 ----Matched---
[           276661000] FIFO OUT : e5 TB RAM OUT = e5 ----Matched---
[           276703000] FIFO OUT : 2a TB RAM OUT = 2a ----Matched---
[           276717000] FIFO OUT : 2a TB RAM OUT = 2a ----Matched---
[           276731000] FIFO OUT : 94 TB RAM OUT = 94 ----Matched---
[           276773000] FIFO OUT : e1 TB RAM OUT = e1 ----Matched---
[           276787000] FIFO OUT : e1 TB RAM OUT = e1 ----Matched---
[           276801000] FIFO OUT : 31 TB RAM OUT = 31 ----Matched---
[           276815000] FIFO OUT : 6d TB RAM OUT = 6d ----Matched---
[           276857000] FIFO OUT : ef TB RAM OUT = ef ----Matched---
[           276871000] FIFO OUT : ef TB RAM OUT = ef ----Matched---
[           276885000] FIFO OUT : f1 TB RAM OUT = f1 ----Matched---
[           276927000] FIFO OUT : bb TB RAM OUT = bb ----Matched---
[           276941000] FIFO OUT : bb TB RAM OUT = bb ----Matched---
[           276955000] FIFO OUT : 7b TB RAM OUT = 7b ----Matched---
[           276969000] FIFO OUT : e1 TB RAM OUT = e1 ----Matched---
[           277011000] FIFO OUT : e8 TB RAM OUT = e8 ----Matched---
[           277025000] FIFO OUT : e8 TB RAM OUT = e8 ----Matched---
[           277039000] FIFO OUT : e9 TB RAM OUT = e9 ----Matched---
[           277081000] FIFO OUT : 12 TB RAM OUT = 12 ----Matched---
[           277095000] FIFO OUT : 12 TB RAM OUT = 12 ----Matched---
[           277109000] FIFO OUT : 95 TB RAM OUT = 95 ----Matched---
[           277123000] FIFO OUT : a5 TB RAM OUT = a5 ----Matched---
[           277165000] FIFO OUT : 1f TB RAM OUT = 1f ----Matched---
[           277179000] FIFO OUT : 1f TB RAM OUT = 1f ----Matched---
[           277193000] FIFO OUT : 9f TB RAM OUT = 9f ----Matched---
[           277235000] FIFO OUT : 29 TB RAM OUT = 29 ----Matched---
[           277249000] FIFO OUT : 29 TB RAM OUT = 29 ----Matched---
[           277263000] FIFO OUT : f5 TB RAM OUT = f5 ----Matched---
[           277277000] FIFO OUT : e9 TB RAM OUT = e9 ----Matched---
[           277319000] FIFO OUT : 5e TB RAM OUT = 5e ----Matched---
[           277333000] FIFO OUT : 5e TB RAM OUT = 5e ----Matched---
[           277347000] FIFO OUT : 0b TB RAM OUT = 0b ----Matched---
[           277389000] FIFO OUT : 90 TB RAM OUT = 90 ----Matched---
[           277403000] FIFO OUT : 90 TB RAM OUT = 90 ----Matched---
[           277417000] FIFO OUT : a1 TB RAM OUT = a1 ----Matched---
[           277431000] FIFO OUT : d9 TB RAM OUT = d9 ----Matched---
[           277473000] FIFO OUT : 4a TB RAM OUT = 4a ----Matched---
[           277487000] FIFO OUT : 4a TB RAM OUT = 4a ----Matched---
[           277501000] FIFO OUT : 94 TB RAM OUT = 94 ----Matched---
[           277543000] FIFO OUT : 46 TB RAM OUT = 46 ----Matched---
[           277557000] FIFO OUT : 46 TB RAM OUT = 46 ----Matched---
[           277571000] FIFO OUT : 88 TB RAM OUT = 88 ----Matched---
[           277585000] FIFO OUT : 2d TB RAM OUT = 2d ----Matched---
[           277627000] FIFO OUT : 32 TB RAM OUT = 32 ----Matched---
[           277641000] FIFO OUT : 32 TB RAM OUT = 32 ----Matched---
[           277655000] FIFO OUT : 14 TB RAM OUT = 14 ----Matched---
[           277697000] FIFO OUT : 72 TB RAM OUT = 72 ----Matched---
[           277711000] FIFO OUT : 72 TB RAM OUT = 72 ----Matched---
[           277725000] FIFO OUT : 0b TB RAM OUT = 0b ----Matched---
[           277739000] FIFO OUT : c2 TB RAM OUT = c2 ----Matched---
[           277781000] FIFO OUT : b9 TB RAM OUT = b9 ----Matched---
[           277795000] FIFO OUT : b9 TB RAM OUT = b9 ----Matched---
[           277809000] FIFO OUT : a6 TB RAM OUT = a6 ----Matched---
[           277851000] FIFO OUT : fb TB RAM OUT = fb ----Matched---
[           277865000] FIFO OUT : fb TB RAM OUT = fb ----Matched---
[           277879000] FIFO OUT : cd TB RAM OUT = cd ----Matched---
[           277893000] FIFO OUT : f4 TB RAM OUT = f4 ----Matched---
[           277935000] FIFO OUT : 65 TB RAM OUT = 65 ----Matched---
[           277949000] FIFO OUT : 65 TB RAM OUT = 65 ----Matched---
[           277963000] FIFO OUT : 0f TB RAM OUT = 0f ----Matched---
[           278005000] FIFO OUT : 7c TB RAM OUT = 7c ----Matched---
[           278019000] FIFO OUT : 7c TB RAM OUT = 7c ----Matched---
[           278033000] FIFO OUT : f8 TB RAM OUT = f8 ----Matched---
[           278047000] FIFO OUT : 19 TB RAM OUT = 19 ----Matched---
[           278089000] FIFO OUT : 89 TB RAM OUT = 89 ----Matched---
[           278103000] FIFO OUT : 89 TB RAM OUT = 89 ----Matched---
[           278117000] FIFO OUT : fe TB RAM OUT = fe ----Matched---
[           278159000] FIFO OUT : 43 TB RAM OUT = 43 ----Matched---
[           278173000] FIFO OUT : 43 TB RAM OUT = 43 ----Matched---
[           278187000] FIFO OUT : a1 TB RAM OUT = a1 ----Matched---
[           278201000] FIFO OUT : 41 TB RAM OUT = 41 ----Matched---
[           278243000] FIFO OUT : 8c TB RAM OUT = 8c ----Matched---
[           278257000] FIFO OUT : 8c TB RAM OUT = 8c ----Matched---
[           278271000] FIFO OUT : 36 TB RAM OUT = 36 ----Matched---
[           278313000] FIFO OUT : 0c TB RAM OUT = 0c ----Matched---
[           278327000] FIFO OUT : 0c TB RAM OUT = 0c ----Matched---
[           278341000] FIFO OUT : 8a TB RAM OUT = 8a ----Matched---
[           278355000] FIFO OUT : fc TB RAM OUT = fc ----Matched---
[           278397000] FIFO OUT : 34 TB RAM OUT = 34 ----Matched---
[           278411000] FIFO OUT : 34 TB RAM OUT = 34 ----Matched---
[           278425000] FIFO OUT : f2 TB RAM OUT = f2 ----Matched---
[           278467000] FIFO OUT : f6 TB RAM OUT = f6 ----Matched---
[           278481000] FIFO OUT : f6 TB RAM OUT = f6 ----Matched---
[           278495000] FIFO OUT : 20 TB RAM OUT = 20 ----Matched---
[           278509000] FIFO OUT : 13 TB RAM OUT = 13 ----Matched---
[           278551000] FIFO OUT : ca TB RAM OUT = ca ----Matched---
[           278565000] FIFO OUT : ca TB RAM OUT = ca ----Matched---
[           278579000] FIFO OUT : d8 TB RAM OUT = d8 ----Matched---
[           278621000] FIFO OUT : 1d TB RAM OUT = 1d ----Matched---
[           278635000] FIFO OUT : 1d TB RAM OUT = 1d ----Matched---
[           278649000] FIFO OUT : 92 TB RAM OUT = 92 ----Matched---
[           278663000] FIFO OUT : 07 TB RAM OUT = 07 ----Matched---
[           278705000] FIFO OUT : 1b TB RAM OUT = 1b ----Matched---
[           278719000] FIFO OUT : 1b TB RAM OUT = 1b ----Matched---
[           278733000] FIFO OUT : 9f TB RAM OUT = 9f ----Matched---
[           278775000] FIFO OUT : 95 TB RAM OUT = 95 ----Matched---
[           278789000] FIFO OUT : 95 TB RAM OUT = 95 ----Matched---
[           278803000] FIFO OUT : 25 TB RAM OUT = 25 ----Matched---
[           278817000] FIFO OUT : ef TB RAM OUT = ef ----Matched---
[           278859000] FIFO OUT : ca TB RAM OUT = ca ----Matched---
[           278873000] FIFO OUT : ca TB RAM OUT = ca ----Matched---
[           278887000] FIFO OUT : 30 TB RAM OUT = 30 ----Matched---
[           278929000] FIFO OUT : d8 TB RAM OUT = d8 ----Matched---
[           278943000] FIFO OUT : d8 TB RAM OUT = d8 ----Matched---
[           278957000] FIFO OUT : dc TB RAM OUT = dc ----Matched---
[           278971000] FIFO OUT : 3e TB RAM OUT = 3e ----Matched---
[           279013000] FIFO OUT : aa TB RAM OUT = aa ----Matched---
[           279027000] FIFO OUT : aa TB RAM OUT = aa ----Matched---
[           279041000] FIFO OUT : 3a TB RAM OUT = 3a ----Matched---
[           279083000] FIFO OUT : f5 TB RAM OUT = f5 ----Matched---
[           279097000] FIFO OUT : f5 TB RAM OUT = f5 ----Matched---
[           279111000] FIFO OUT : 7a TB RAM OUT = 7a ----Matched---
[           279125000] FIFO OUT : d8 TB RAM OUT = d8 ----Matched---
[           279167000] FIFO OUT : 75 TB RAM OUT = 75 ----Matched---
[           279181000] FIFO OUT : 75 TB RAM OUT = 75 ----Matched---
[           279195000] FIFO OUT : 9e TB RAM OUT = 9e ----Matched---
[           279237000] FIFO OUT : 1b TB RAM OUT = 1b ----Matched---
[           279251000] FIFO OUT : 1b TB RAM OUT = 1b ----Matched---
